productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
557330,Stellar Crown Build & Battle Box,None,https://tcgplayer-cdn.tcgplayer.com/product/557330_200w.jpg,3,23537,https://cpt.tcgcsv.com/DXs6,2024-12-23T20:26:37.207,1,"An Adventure to Awaken the Power Within!
<br>Descend into a world below the surface and discover the true potential of the Terastal phenomenon! The Legendary Pokémon Terapagos takes the throne, joined by Cinderace ex, Lapras ex, and Galvantula ex, all wielding brilliant new powers as Stellar Tera Pokémon ex. The newly discovered Hydrapple ex leads even more Pokémon ex into battle, and ACE SPEC cards continue to shake up the game in the Pokémon TCG: Scarlet & Violet—Stellar Crown expansion!
<br><br>Contents:
<br>• A 40-card ready-to-play deck, including 1 of 4 unique foil promo cards
<br>• 4 Pokémon TCG: Scarlet & Violet booster packs
<br>• A code card for Pokémon TCG Live",0820650859274,39.99,51.76,59.99,41.07,,Normal,,,,,,,,,,
557331,Stellar Crown Booster Pack,None,https://tcgplayer-cdn.tcgplayer.com/product/557331_200w.jpg,3,23537,https://cpt.tcgcsv.com/FXs6,2024-12-05T22:32:45.747,1,"An Adventure to Awaken the Power Within!
<br>Descend into a world below the surface and discover the true potential of the Terastal phenomenon! The Legendary Pokémon Terapagos takes the throne, joined by Cinderace ex, Lapras ex, and Galvantula ex, all wielding brilliant new powers as Stellar Tera Pokémon ex. The newly discovered Hydrapple ex leads even more Pokémon ex into battle, and ACE SPEC cards continue to shake up the game in the Pokémon TCG: Scarlet & Violet—Stellar Crown expansion!",,7.81,9.14,99.99,8.69,,Normal,,,,,,,,,,
557334,Stellar Crown 3 Pack Blisters [Latias],None,https://tcgplayer-cdn.tcgplayer.com/product/557334_200w.jpg,3,23537,https://cpt.tcgcsv.com/JXs6,2025-05-21T19:16:19.737,1,"An Adventure to Awaken the Power Within!
<br>Descend into a world below the surface and discover the true potential of the Terastal phenomenon! The Legendary Pokémon Terapagos takes the throne, joined by Cinderace ex, Lapras ex, and Galvantula ex, all wielding brilliant new powers as Stellar Tera Pokémon ex. The newly discovered Hydrapple ex leads even more Pokémon ex into battle, and ACE SPEC cards continue to shake up the game in the Pokémon TCG: Scarlet & Violet—Stellar Crown expansion!<br><br>
Each blister comes with 3 Stellar Crown booster packs, a coin, and a promotional card of Latias.",0820650413056,27.49,34.5,38.99,29.83,,Normal,,,,,,,,,,
557337,Stellar Crown 3 Pack Blisters [Tinkaton],None,https://tcgplayer-cdn.tcgplayer.com/product/557337_200w.jpg,3,23537,https://cpt.tcgcsv.com/MXs6,2025-05-21T19:16:26.163,1,"An Adventure to Awaken the Power Within!
<br>Descend into a world below the surface and discover the true potential of the Terastal phenomenon! The Legendary Pokémon Terapagos takes the throne, joined by Cinderace ex, Lapras ex, and Galvantula ex, all wielding brilliant new powers as Stellar Tera Pokémon ex. The newly discovered Hydrapple ex leads even more Pokémon ex into battle, and ACE SPEC cards continue to shake up the game in the Pokémon TCG: Scarlet & Violet—Stellar Crown expansion!<br><br>
Each blister comes with 3 Stellar Crown booster packs, a coin, and a promotional card of Tinkaton.",0820650413056,29.98,54.99,99.99,28.71,,Normal,,,,,,,,,,
557338,Stellar Crown Single Pack Blister [Horsea],None,https://tcgplayer-cdn.tcgplayer.com/product/557338_200w.jpg,3,23537,https://cpt.tcgcsv.com/NXs6,2024-09-13T04:08:36.667,1,"An Adventure to Awaken the Power Within!
<br>Descend into a world below the surface and discover the true potential of the Terastal phenomenon! The Legendary Pokémon Terapagos takes the throne, joined by Cinderace ex, Lapras ex, and Galvantula ex, all wielding brilliant new powers as Stellar Tera Pokémon ex. The newly discovered Hydrapple ex leads even more Pokémon ex into battle, and ACE SPEC cards continue to shake up the game in the Pokémon TCG: Scarlet & Violet—Stellar Crown expansion!
<br>Each blister contains 1 Stellar Crown booster pack, a coin, and a promotional card of Horsea.",,10.98,14.49,14.99,10.99,,Normal,,,,,,,,,,
557340,Stellar Crown Pokemon Center Elite Trainer Box (Exclusive),None,https://tcgplayer-cdn.tcgplayer.com/product/557340_200w.jpg,3,23537,https://cpt.tcgcsv.com/QXs6,2025-05-21T19:18:26.997,1,"An Adventure to Awaken the Power Within!
<br>Descend into a world below the surface and discover the true potential of the Terastal phenomenon! The Legendary Pokémon Terapagos takes the throne, joined by Cinderace ex, Lapras ex, and Galvantula ex, all wielding brilliant new powers as Stellar Tera Pokémon ex. The newly discovered Hydrapple ex leads even more Pokémon ex into battle, and ACE SPEC cards continue to shake up the game in the Pokémon TCG: Scarlet & Violet—Stellar Crown expansion!<br><br>
The Pokémon TCG: Scarlet & Violet—Stellar Crown Pokémon Center Elite Trainer Box includes:
<br>11 Pokémon TCG: Scarlet & Violet—Stellar Crown booster packs
Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.
<br>1 full-art foil promo card featuring Noctowl with a Pokémon Center logo
<br>1 full-art foil promo card featuring Noctowl
<br>65 card sleeves featuring Stellar Form Terapagos
<br>45 Pokémon TCG Energy cards
<br>A player’s guide to the Scarlet & Violet—Stellar Crown expansion
<br>6 damage-counter dice
<br>1 competition-legal coin-flip die
<br>2 plastic condition markers
<br>A box to hold everything, with 4 dividers to keep it organized
<br>A code card for Pokémon Trading Card Game Live",,150.0,199.0,1999.0,161.77,,Normal,,,,,,,,,,
557341,Stellar Crown Single Pack Blister [Porygon2],None,https://tcgplayer-cdn.tcgplayer.com/product/557341_200w.jpg,3,23537,https://cpt.tcgcsv.com/RXs6,2024-09-13T04:08:36.667,1,"An Adventure to Awaken the Power Within!
<br>Descend into a world below the surface and discover the true potential of the Terastal phenomenon! The Legendary Pokémon Terapagos takes the throne, joined by Cinderace ex, Lapras ex, and Galvantula ex, all wielding brilliant new powers as Stellar Tera Pokémon ex. The newly discovered Hydrapple ex leads even more Pokémon ex into battle, and ACE SPEC cards continue to shake up the game in the Pokémon TCG: Scarlet & Violet—Stellar Crown expansion!
<br>Each blister contains 1 Stellar Crown booster pack, a coin, and a promotional card of Porygon2.",,11.58,13.29,16.49,11.59,,Normal,,,,,,,,,,
557345,Stellar Crown Booster Bundle,None,https://tcgplayer-cdn.tcgplayer.com/product/557345_200w.jpg,3,23537,https://cpt.tcgcsv.com/WXs6,2024-09-13T04:08:36.667,1,"An Adventure to Awaken the Power Within!
<br>
Descend into a world below the surface and discover the true potential of the Terastal phenomenon! The Legendary Pokémon Terapagos takes the throne, joined by Cinderace ex, Lapras ex, and Galvantula ex, all wielding brilliant new powers as Stellar Tera Pokémon ex. The newly discovered Hydrapple ex leads even more Pokémon ex into battle, and ACE SPEC cards continue to shake up the game in the Pokémon TCG: Scarlet & Violet—Stellar Crown expansion!
<br>
• Over 170 cards
<br>
• 10 Pokémon ex and 4 Stellar Tera Pokémon ex
<br>
• More than 20 Trainer cards
<br>
• More than 30 Pokémon and Trainer cards with special illustrations
<br>
• 3 ACE SPEC rare Trainer cards
<br>
• 13 illustration rare Pokémon
<br>
• 6 special illustration rare Pokémon and Supporter cards
<br>
• 3 hyper rare gold etched cards

<br><br>

Includes: <br>
• 6 Pokémon TCG: Scarlet & Violet—Stellar Crown booster packs
<br><br><em>(Pokemon TCG booster packs and contents vary by product.)</em>",820650878558,75.0,99.87,999.0,65.33,,Normal,,,,,,,,,,
557350,Stellar Crown Elite Trainer Box,None,https://tcgplayer-cdn.tcgplayer.com/product/557350_200w.jpg,3,23537,https://cpt.tcgcsv.com/0Zs6,2025-05-21T19:17:56.967,1,"An Adventure to Awaken the Power Within!
<br>Descend into a world below the surface and discover the true potential of the Terastal phenomenon! The Legendary Pokémon Terapagos takes the throne, joined by Cinderace ex, Lapras ex, and Galvantula ex, all wielding brilliant new powers as Stellar Tera Pokémon ex. The newly discovered Hydrapple ex leads even more Pokémon ex into battle, and ACE SPEC cards continue to shake up the game in the Pokémon TCG: Scarlet & Violet—Stellar Crown expansion!<br><br>
The Pokémon TCG: Scarlet & Violet—Stellar Crown Elite Trainer Box includes:
<br>9 Pokémon TCG: Scarlet & Violet—Stellar Crown booster packs
<br>Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.
<br>1 full-art foil promo card featuring Noctowl with a Pokémon Center logo
<br>1 full-art foil promo card featuring Noctowl
<br>65 card sleeves featuring Stellar Form Terapagos
<br>45 Pokémon TCG Energy cards
<br>A player’s guide to the Scarlet & Violet—Stellar Crown expansion
<br>6 damage-counter dice
<br>1 competition-legal coin-flip die
<br>2 plastic condition markers
<br>A box to hold everything, with 4 dividers to keep it organized
<br>A code card for Pokémon Trading Card Game Live",,125.0,148.99,5000.0,128.77,,Normal,,,,,,,,,,
557352,Stellar Crown Sleeved Booster Pack,None,https://tcgplayer-cdn.tcgplayer.com/product/557352_200w.jpg,3,23537,https://cpt.tcgcsv.com/3Zs6,2024-09-13T04:08:36.667,1,Each Stellar Crown sleeved booster pack contains 10 random cards.,820650879005,7.49,9.9,49.95,9.02,,Normal,,,,,,,,,,
