productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
532841,Temporal Forces Booster Pack,None,https://tcgplayer-cdn.tcgplayer.com/product/532841_200w.jpg,3,23381,https://cpt.tcgcsv.com/R8h6,2024-08-06T11:16:32.72,1,"Each Temporal Forces booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br><strong>Release Description:</strong>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• Over 160 cards
<br>• Seven ACE SPEC Trainer and Special Energy cards (6 Trainer cards and 1 Special Energy)
<br>• 13 Pokémon ex and two Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• Six hyper rare gold etched cards",6.5,8.55,84.8,8.43,,Normal,,,,,,,,,,,
532845,Temporal Forces Elite Trainer Box [Walking Wake],None,https://tcgplayer-cdn.tcgplayer.com/product/532845_200w.jpg,3,23381,https://cpt.tcgcsv.com/W8h6,2024-03-22T04:03:20.277,3,"The Pokémon TCG: Scarlet & Violet—Temporal Forces Elite Trainer Box includes:
<br>• 9 Pokémon TCG: Scarlet & Violet—Temporal Forces booster packs
<br>• 1 full-art foil promo card featuring Walking Wake
<br>• 65 card sleeves
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet—Temporal Forces expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live
<br><strong>Release Description:</strong>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• Over 160 cards
<br>• Seven ACE SPEC Trainer and Special Energy cards (6 Trainer cards and 1 Special Energy)
<br>• 13 Pokémon ex and two Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• Six hyper rare gold etched cards",125.22,132.99,200.0,126.57,,Normal,,,,,,,,,,,
532848,Temporal Forces Elite Trainer Box [Iron Leaves ex],None,https://tcgplayer-cdn.tcgplayer.com/product/532848_200w.jpg,3,23381,https://cpt.tcgcsv.com/-8h6,2025-03-18T13:18:13.847,3,"The Pokémon TCG: Scarlet & Violet—Temporal Forces Elite Trainer Box includes:
<br>• 9 Pokémon TCG: Scarlet & Violet—Temporal Forces booster packs
<br>• 1 full-art foil promo card featuring Iron Leaves
<br>• 65 card sleeves
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet—Temporal Forces expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live
<br><strong>Release Description:</strong>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• Over 160 cards
<br>• Seven ACE SPEC Trainer and Special Energy cards (6 Trainer cards and 1 Special Energy)
<br>• 13 Pokémon ex and two Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• Six hyper rare gold etched cards",119.99,123.88,179.99,106.39,,Normal,,,,,,,,,,,
532849,Temporal Forces Elite Trainer Box [Set of 2],None,https://tcgplayer-cdn.tcgplayer.com/product/532849_200w.jpg,3,23381,https://cpt.tcgcsv.com/_8h6,2024-03-22T04:03:20.277,1,"The Pokémon TCG: Scarlet & Violet—Temporal Forces Elite Trainer Box includes:
<br>• 9 Pokémon TCG: Scarlet & Violet—Temporal Forces booster packs
<br>• 1 full-art foil promo card featuring Walking Wake or Walking Wake
<br>• 65 card sleeves
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet—Temporal Forces expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live
<br><strong>Release Description:</strong>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• Over 160 cards
<br>• Seven ACE SPEC Trainer and Special Energy cards (6 Trainer cards and 1 Special Energy)
<br>• 13 Pokémon ex and two Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• Six hyper rare gold etched cards
<br><strong>Release Description:</strong>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• Over 160 cards
<br>• Seven ACE SPEC Trainer and Special Energy cards (6 Trainer cards and 1 Special Energy)
<br>• 13 Pokémon ex and two Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• Six hyper rare gold etched cards
• 2 plastic condition markers
• A collector’s box to hold everything, with 4 dividers to keep it organized
• A code card for Pokémon Trading Card Game Live",,,,,,,,,,,,,,,,,
532853,Temporal Forces Pokemon Center Elite Trainer Box (Exclusive) [Iron Leaves],None,https://tcgplayer-cdn.tcgplayer.com/product/532853_200w.jpg,3,23381,https://cpt.tcgcsv.com/59h6,2026-02-19T19:11:15.43,3,"<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!<br><br>The Pokémon TCG: Scarlet & Violet—Temporal Forces Pokemon Center Elite Trainer Box includes:
<br>• 11 Pokémon TCG: Scarlet & Violet—Temporal Forces booster packs
<br>• Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.
<br>• 1 full-art foil promo card featuring Iron Thorns with a Pokémon Center logo
<br>• 1 full-art foil promo card featuring Iron Thorns
<br>• 65 card sleeves featuring Iron Leaves
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet—Temporal Forces expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",185.94,230.99,450.0,189.35,,Normal,,,,,,,,,,,
536225,Temporal Forces Booster Box,None,https://tcgplayer-cdn.tcgplayer.com/product/536225_200w.jpg,3,23381,https://cpt.tcgcsv.com/wvj6,2024-03-22T04:03:20.277,1,"Each Temporal Forces booster display contains 36 booster packs.<br> <em>(Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.)</em>
<br><strong>Release Description:</strong>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• Over 160 cards
<br>• Seven ACE SPEC Trainer and Special Energy cards (6 Trainer cards and 1 Special Energy)
<br>• 13 Pokémon ex and two Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• Six hyper rare gold etched cards",300.0,337.49,500.0,295.39,,Normal,,,,,,,,,,,
536227,Temporal Forces 3 Pack Blister [Cyclizar],None,https://tcgplayer-cdn.tcgplayer.com/product/536227_200w.jpg,3,23381,https://cpt.tcgcsv.com/zvj6,2024-03-25T16:16:16.96,1,"Each blister comes with 3 Temporal Forces booster packs and a promotional card of Cyclizar.
<br><strong>Release Description:</strong>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• Over 160 cards
<br>• Seven ACE SPEC Trainer and Special Energy cards (6 Trainer cards and 1 Special Energy)
<br>• 13 Pokémon ex and two Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• Six hyper rare gold etched cards",23.95,30.88,260.0,23.24,,Normal,,,,,,,,,,,
536229,Temporal Forces 3 Pack Blister [Cleffa],None,https://tcgplayer-cdn.tcgplayer.com/product/536229_200w.jpg,3,23381,https://cpt.tcgcsv.com/Cvj6,2024-03-25T16:16:33.097,1,"Each blister comes with 3 Temporal Forces booster packs and a promotional card of Cleffa.
<br><strong>Release Description:</strong>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• Over 160 cards
<br>• Seven ACE SPEC Trainer and Special Energy cards (6 Trainer cards and 1 Special Energy)
<br>• 13 Pokémon ex and two Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• Six hyper rare gold etched cards",24.0,28.61,31.82,25.01,,Normal,,,,,,,,,,,
536284,Temporal Forces Single Pack Blister [Carvanha],None,https://tcgplayer-cdn.tcgplayer.com/product/536284_200w.jpg,3,23381,https://cpt.tcgcsv.com/Jwj6,2024-03-22T04:03:20.277,1,"Each blister comes with 1 SV—Temporal Forces booster pack, 1 coin, and a promotional card of Carvanha.<br><strong>Release Description:</strong>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• Over 160 cards
<br>• Seven ACE SPEC Trainer and Special Energy cards (6 Trainer cards and 1 Special Energy)
<br>• 13 Pokémon ex and two Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• Six hyper rare gold etched cards",7.99,9.51,10.98,9.04,,Normal,,,,,,,,,,,
536594,Temporal Forces Single Pack Blister [Bellibolt],None,https://tcgplayer-cdn.tcgplayer.com/product/536594_200w.jpg,3,23381,https://cpt.tcgcsv.com/VFj6,2024-03-22T04:03:20.277,1,"Each blister comes with 1 SV—Temporal Forces booster pack, 1 coin, and a promotional card of Bellibolt.<br><strong>Release Description:</strong>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• Over 160 cards
<br>• Seven ACE SPEC Trainer and Special Energy cards (6 Trainer cards and 1 Special Energy)
<br>• 13 Pokémon ex and two Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• Six hyper rare gold etched cards",6.59,9.3,14.99,9.36,,Normal,,,,,,,,,,,
537409,Temporal Forces Build & Battle Box Display,None,https://tcgplayer-cdn.tcgplayer.com/product/537409_200w.jpg,3,23381,https://cpt.tcgcsv.com/c-j6,2024-12-23T20:25:49.557,1,"Each display contains 10 Temporal Forces Build and Battle Boxes.
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• 6 ACE SPEC Trainer and 1 Special Energy card
<br>• 13 Pokémon ex and 2 Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• 6 hyper rare gold etched cards
<br>• Over 160 cards
<br>• More than a dozen brand-new Pokémon ex, including type-shifted Tera Pokémon ex
<br>• Dozens of Pokémon and Trainer cards with special illustrations",335.0,370.0,499.99,356.65,,Normal,,,,,,,,,,,
537411,Temporal Forces Build & Battle Box,None,https://tcgplayer-cdn.tcgplayer.com/product/537411_200w.jpg,3,23381,https://cpt.tcgcsv.com/f-j6,2025-02-28T12:47:40.957,1,"Contents:
<br>• A 40-card ready-to-play deck, including 1 of 4 unique foil promo cards
<br>• 4 Pokémon Live: Temporal Forces booster packs
<br>• A code card for Pokémon TCG Live
<br><br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!
<br>• 6 ACE SPEC Trainer and 1 Special Energy card
<br>• 13 Pokémon ex and 2 Tera Pokémon ex
<br>• 22 illustration rare Pokémon
<br>• 10 special illustration rare Pokémon and Supporter cards
<br>• 6 hyper rare gold etched cards
<br>• Over 160 cards
<br>• More than a dozen brand-new Pokémon ex, including type-shifted Tera Pokémon ex
<br>• Dozens of Pokémon and Trainer cards with special illustrations",40.5,43.98,61.64,41.01,,Normal,,,,,,,,,,,
537417,Temporal Forces Booster Box Case,None,https://tcgplayer-cdn.tcgplayer.com/product/537417_200w.jpg,3,23381,https://cpt.tcgcsv.com/m-j6,2024-03-22T04:03:20.277,1,"Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!",1725.0,1742.48,2079.97,1747.17,,Normal,820650873744,,,,,,,,,,
537418,Temporal Forces Elite Trainer Box Case,None,https://tcgplayer-cdn.tcgplayer.com/product/537418_200w.jpg,3,23381,https://cpt.tcgcsv.com/n-j6,2024-05-13T19:15:36.893,1,"Each sealed Elite Trainer Box case contains 10 Elite Trainer Boxes.
<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion!",1600.0,1600.0,1600.0,900.0,,Normal,0820650876578,,,,,,,,,,
538775,Temporal Forces Pokemon Center Elite Trainer Box (Exclusive) [Walking Wake],None,https://tcgplayer-cdn.tcgplayer.com/product/538775_200w.jpg,3,23381,https://cpt.tcgcsv.com/wwk6,2026-02-19T19:11:24.733,1,"<br>The ranks of Ancient and Future Pokémon continue to grow! Walking Wake ex breaks free of the past alongside Raging Bolt ex, while Iron Leaves ex delivers high-tech justice with Iron Crown ex. Outside Area Zero, Wugtrio and Farigiraf shift types as Tera Pokémon ex, and Pokémon Trainers everywhere prepare for the return of ACE SPEC cards with uniquely powerful effects. A rupture in time brings wild beasts and cyber visions to battle in the Pokémon TCG: Scarlet & Violet—Temporal Forces expansion! <br><br>The Pokémon TCG: Scarlet & Violet—Temporal Forces Pokemon Center Elite Trainer Box includes:
<br>• 11 Pokémon TCG: Scarlet & Violet—Temporal Forces booster packs
<br>• Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.
<br>• 1 full-art foil promo card featuring Iron Thorns with a Pokémon Center logo
<br>• 1 full-art foil promo card featuring Iron Thorns
<br>• 65 card sleeves featuring Iron Leaves
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet—Temporal Forces expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",196.41,275.0,499.99,191.62,,Normal,,,,,,,,,,,
538786,Temporal Forces Booster Pack Art Bundle [Set of 4],None,https://tcgplayer-cdn.tcgplayer.com/product/538786_200w.jpg,3,23381,https://cpt.tcgcsv.com/Lwk6,2024-03-22T04:03:20.277,0,"Collect each of the 4 unique art packs for Temporal Forces.
<br>Each Temporal Forces booster pack contains 10 random cards.",32.9,35.0,41.58,29.7,,Normal,,,,,,,,,,,
538787,Temporal Forces Sleeved Booster Pack,None,https://tcgplayer-cdn.tcgplayer.com/product/538787_200w.jpg,3,23381,https://cpt.tcgcsv.com/Mwk6,2024-03-22T04:03:20.277,1,Each Temporal Forces sleeved booster pack contains 10 random cards.,6.59,9.08,12.0,8.85,,Normal,,,,,,,,,,,
538789,Temporal Forces Sleeved Booster Pack Art Bundle [Set of 4],None,https://tcgplayer-cdn.tcgplayer.com/product/538789_200w.jpg,3,23381,https://cpt.tcgcsv.com/Pwk6,2024-03-22T04:03:20.277,0,"Collect each of the 4 unique art packs for Temporal Forces.
<br>Each Temporal Forces booster pack contains 10 random cards.",34.99,39.9,39.99,29.25,,Normal,,,,,,,,,,,
538807,Temporal Forces Sleeved Booster Pack Bundle [Set of 8],None,https://tcgplayer-cdn.tcgplayer.com/product/538807_200w.jpg,3,23381,https://cpt.tcgcsv.com/9xk6,2024-03-22T04:03:20.277,0,"Collect each of the 8 packs for Temporal Forces.
<br>Each Temporal Forces booster pack contains 10 random cards.",75.9,75.9,75.9,,,Normal,,,,,,,,,,,
