productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
501256,Obsidian Flames Booster Pack,None,https://tcgplayer-cdn.tcgplayer.com/product/501256_200w.jpg,3,23228,https://cpt.tcgcsv.com/8w06,2023-08-11T04:03:19.877,1,Each Scarlet & Violet—Obsidian Flames booster pack contains 10 random cards.,8.0,11.99,105.0,11.28,,Normal,,,,,,,,,,,
501257,Obsidian Flames Booster Box,None,https://tcgplayer-cdn.tcgplayer.com/product/501257_200w.jpg,3,23228,https://cpt.tcgcsv.com/9w06,2023-09-29T19:18:10.053,2,"<strong>Each Scarlet & Violet—Obsidian Flames Booster Box contains:</strong>
<br>• 36 booster packs
<br>• 10 random cards per pack <em>(3 of which are foil)</em>
<br><br><strong>Release Description:</strong>
<br>Raging Flames Forged in Darkness!
<br>Red-hot embers illuminate the pitch-black night and sparks flare into an inferno as Charizard ex surges forth with newfound powers of darkness! The glittering Terastal phenomenon imbues some Pokémon ex like Tyranitar, Eiscue, and Vespiquen with different types than usual, while Dragonite ex and Greedent ex show mastery of their own inner strengths. Not to be outdone, Revavroom ex, Melmetal ex, and more Pokémon promise to change the course of battle in the Scarlet & Violet—Obsidian Flames expansion!
<br><br><strong>Set Configuration:</strong>
<br>• Over 190 cards
<br>• Type-shifted Tera Pokémon ex with a crystalline appearance, including a Darkness-type Charizard ex
<br>• More than 20 brand-new Pokémon ex: a new take on a returning game mechanic
<br>• More than 15 Trainer cards
<br>• Dozens of Pokémon and Trainer cards with special illustrations",364.0,399.99,1000.0,374.15,,Normal,820650863745,,,,,,,,,,
501258,Obsidian Flames Booster Box Case,None,https://tcgplayer-cdn.tcgplayer.com/product/501258_200w.jpg,3,23228,https://cpt.tcgcsv.com/bw06,2024-01-26T15:56:09.12,1,Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>,2193.99,2298.0,10000.0,1860.28,,Normal,820650873744,,,,,,,,,,
501259,Obsidian Flames 3 Pack Blister [Eevee],None,https://tcgplayer-cdn.tcgplayer.com/product/501259_200w.jpg,3,23228,https://cpt.tcgcsv.com/cw06,2023-08-11T04:03:19.877,1,Each blister comes with 3 Obsidian Flames booster packs and a promotional card of Eevee.,41.99,43.5,379.8,31.69,,Normal,820650853784,,,,,,,,,,
501260,Obsidian Flames 3 Pack Blister [Houndstone],None,https://tcgplayer-cdn.tcgplayer.com/product/501260_200w.jpg,3,23228,https://cpt.tcgcsv.com/dw06,2023-08-11T04:03:19.877,1,Each blister comes with 3 Obsidian Flames booster packs and a promotional card of Houndstone.,28.49,44.99,334.8,29.91,,Normal,820650853784,,,,,,,,,,
501261,Obsidian Flames 3 Pack Blister [Set of 2],None,https://tcgplayer-cdn.tcgplayer.com/product/501261_200w.jpg,3,23228,https://cpt.tcgcsv.com/fw06,2023-08-11T04:03:19.877,1,Each blister comes with 3 Obsidian Flames booster packs and a promotional card.,79.69,79.69,79.69,45.27,,Normal,820650853784,,,,,,,,,,
501262,Obsidian Flames Single Pack Blister [Pawmi],None,https://tcgplayer-cdn.tcgplayer.com/product/501262_200w.jpg,3,23228,https://cpt.tcgcsv.com/gw06,2023-08-14T13:47:12.813,1,"Each blister comes with 1 Obsidian Flames booster pack, a coin, and a promotional card of Pawmi.",11.99,15.11,19.95,9.97,,Normal,820650853319,,,,,,,,,,
501263,Obsidian Flames Booster Bundle,None,https://tcgplayer-cdn.tcgplayer.com/product/501263_200w.jpg,3,23228,https://cpt.tcgcsv.com/hw06,2023-08-11T04:03:19.877,1,Expand your collection with this Booster Bundle containing six booster packs from Pokémon TCG: Obsidian Flames,105.0,114.96,149.99,83.24,,Normal,820650853876,,,,,,,,,,
501264,Obsidian Flames Elite Trainer Box,None,https://tcgplayer-cdn.tcgplayer.com/product/501264_200w.jpg,3,23228,https://cpt.tcgcsv.com/jw06,2023-08-11T04:03:19.877,1,"The Pokémon TCG: Scarlet & Violet—Obsidian Flames Elite Trainer Box includes:
<br>
• 9 Pokémon TCG: Scarlet & Violet—Obsidian Flames booster packs
<br>
• 1 full-art foil promo card featuring Charmander
<br>
• 65 card sleeves featuring Charmander
<br>
• 45 Pokémon TCG Energy cards
<br>
• A player’s guide to the Scarlet & Violet—Obsidian Flames expansion
<br>
• 6 damage-counter dice
<br>
• 1 competition-legal coin-flip die
<br>
• 2 plastic condition markers
<br>
• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>
• A code card for Pokémon Trading Card Game Live",264.99,299.97,500.0,270.27,,Normal,820650853913,,,,,,,,,,
501265,Obsidian Flames Elite Trainer Box Case,None,https://tcgplayer-cdn.tcgplayer.com/product/501265_200w.jpg,3,23228,https://cpt.tcgcsv.com/kw06,2025-04-03T15:43:56.17,1,"Each Obsidian Flames Elite Trainer Box Case contains 10 boxes.
<br>
The Pokémon TCG: Scarlet & Violet—Obsidian Flames Elite Trainer Box includes:
<br>
• 9 Pokémon TCG: Scarlet & Violet—Obsidian Flames booster packs
<br>
• 1 full-art foil promo card featuring Charmander
<br>
• 65 card sleeves featuring Charmander
<br>
• 45 Pokémon TCG Energy cards
<br>
• A player’s guide to the Scarlet & Violet—Obsidian Flames expansion
<br>
• 6 damage-counter dice
<br>
• 1 competition-legal coin-flip die
<br>
• 2 plastic condition markers
<br>
• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>
• A code card for Pokémon Trading Card Game Live",2997.99,2998.0,3025.0,1796.4,,Normal,820650873911,,,,,,,,,,
