sale_date,title,price,platform,card,set_name,variant,grade,grading_company,keep,notes,grade_pop,total_pop
4/20/26,charizard_ex_sv151_special_illustration_rare_psa_10,1776.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,,27118.0,94898.0
4/20/26,charizard_ex_sv151_special_illustration_rare_psa_10,1551.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/20/26,charizard_ex_sv151_special_illustration_rare_psa_10,1775.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/20/26,charizard_ex_sv151_special_illustration_rare_psa_10,1775.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/18/26,charizard_ex_sv151_special_illustration_rare_psa_10,1799.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/18/26,charizard_ex_sv151_special_illustration_rare_psa_10,1800.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/18/26,charizard_ex_sv151_special_illustration_rare_psa_10,1750.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/18/26,charizard_ex_sv151_special_illustration_rare_psa_10,1850.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/17/26,charizard_ex_sv151_special_illustration_rare_psa_10,2000.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/17/26,charizard_ex_sv151_special_illustration_rare_psa_10,2000.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/17/26,charizard_ex_sv151_special_illustration_rare_psa_10,1650.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/17/26,charizard_ex_sv151_special_illustration_rare_psa_10,1799.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/17/26,charizard_ex_sv151_special_illustration_rare_psa_10,1710.21,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/17/26,charizard_ex_sv151_special_illustration_rare_psa_10,1619.24,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/16/26,charizard_ex_sv151_special_illustration_rare_psa_10,1849.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/16/26,charizard_ex_sv151_special_illustration_rare_psa_10,1800.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/14/26,charizard_ex_sv151_special_illustration_rare_psa_10,1646.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/14/26,charizard_ex_sv151_special_illustration_rare_psa_10,1612.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/14/26,charizard_ex_sv151_special_illustration_rare_psa_10,1741.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/13/26,charizard_ex_sv151_special_illustration_rare_psa_10,1799.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/13/26,charizard_ex_sv151_special_illustration_rare_psa_10,1600.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/13/26,charizard_ex_sv151_special_illustration_rare_psa_10,1725.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/13/26,charizard_ex_sv151_special_illustration_rare_psa_10,1750.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/13/26,charizard_ex_sv151_special_illustration_rare_psa_10,1710.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/11/26,charizard_ex_sv151_special_illustration_rare_psa_10,1750.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/11/26,charizard_ex_sv151_special_illustration_rare_psa_10,1750.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/10/26,charizard_ex_sv151_special_illustration_rare_psa_10,1625.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/10/26,charizard_ex_sv151_special_illustration_rare_psa_10,1750.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/8/26,charizard_ex_sv151_special_illustration_rare_psa_10,1600.0,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
4/7/26,charizard_ex_sv151_special_illustration_rare_psa_10,1699.99,eBay,Charizard EX,Scarlet & Violet 151,special_illustration_rare,10.0,PSA,yes,
